TIMESTAMP,GRUP,OBJECTE,MP-ÍTEM1,MP-ÍTEM2,MP-ÍTEM3,MP-ÍTEM4,MP-COMENTARI,TUTORIA1-ÍTEM1,TUTORIA1-ÍTEM2,TUTORIA1-ÍTEM3,TUTORIA1-COMENTARI,TUTORIA2-ÍTEM1,TUTORIA2-ÍTEM2,TUTORIA2-ÍTEM3,TUTORIA2-ÍTEM4,TUTORIA2-COMENTARI,CENTRE-ÍTEM1,CENTRE-ÍTEM2,CENTRE-ÍTEM3,CENTRE-ÍTEM4,CENTRE-ÍTEM5,CENTRE-ÍTEM6,CENTRE-COMENTARI
4/8/2019 16:07:18,AF1,MP01 - Comunicació i atenció al client,9,10,10,9,,,,,,,,,,,,,,,,,
4/8/2019 16:07:28,AF1,MP01 - Comunicació i atenció al client,8,7,8,7,,,,,,,,,,,,,,,,,
4/8/2019 16:07:44,AF1,MP01 - Comunicació i atenció al client,10,10,10,10,,,,,,,,,,,,,,,,,
4/8/2019 16:07:45,AF1,MP01 - Comunicació i atenció al client,10,10,10,10,,,,,,,,,,,,,,,,,
4/8/2019 16:07:48,AF1,MP01 - Comunicació i atenció al client,10,10,10,9,,,,,,,,,,,,,,,,,
4/8/2019 16:08:03,AF1,MP03 - Procés integral de l'activitat comercial,9,9,9,8,,,,,,,,,,,,,,,,,
4/8/2019 16:08:32,AF1,MP01 - Comunicació i atenció al client,7,7,7,6,Menos teoria.,,,,,,,,,,,,,,,,
4/8/2019 16:12:11,AF1,MP03 - Procés integral de l'activitat comercial,8,8,10,8,,,,,,,,,,,,,,,,,
4/8/2019 16:08:39,AF1,MP01 - Comunicació i atenció al client,9,10,10,8,Activitats més dinàmiques i no tant teòriques. Posada en comú amb els companys.,,,,,,,,,,,,,,,,
4/8/2019 16:08:40,AF1,MP01 - Comunicació i atenció al client,9,9,9,8,Creo que las actividades realizadas en clase deberían ser más dinámicas y en menor cantidad.,,,,,,,,,,,,,,,,
4/8/2019 16:08:45,AF1,MP03 - Procés integral de l'activitat comercial,10,10,10,10,,,,,,,,,,,,,,,,,
4/8/2019 16:08:47,AF1,MP05 - Ofimàtica i procés de la informació,9,8,9,8,,,,,,,,,,,,,,,,,
4/8/2019 16:08:51,AF1,MP03 - Procés integral de l'activitat comercial,10,10,10,10,,,,,,,,,,,,,,,,,
4/8/2019 16:09:01,AF1,MP05 - Ofimàtica i procés de la informació,10,10,10,10,,,,,,,,,,,,,,,,,
4/8/2019 16:09:08,AF1,MP06 - Anglès,9,8,9,8,,,,,,,,,,,,,,,,,
4/8/2019 16:09:09,AF1,MP03 - Procés integral de l'activitat comercial,10,10,8,9,,,,,,,,,,,,,,,,,
4/8/2019 16:09:20,AF1,MP03 - Procés integral de l'activitat comercial,7,8,7,6,Tendria que haber mas practica,,,,,,,,,,,,,,,,
4/8/2019 16:09:21,AF1,MP01 - Comunicació i atenció al client,6,6,8,6,hay demasiado volumen de tascas y las correciones podrían explicar un poco más en lo que has fallado,,,,,,,,,,,,,,,,
4/8/2019 16:09:32,AF1,MP10 - Gestió logística i comercial,10,10,10,10,,,,,,,,,,,,,,,,,
4/8/2019 16:09:36,AF1,MP01 - Comunicació i atenció al client,9,8,9,8,,,,,,,,,,,,,,,,,
4/8/2019 16:09:38,AF1,MP07 - Gestió de recursos humans,8,8,8,8,,,,,,,,,,,,,,,,,
4/8/2019 16:09:40,AF1,MP05 - Ofimàtica i procés de la informació,8,7,9,10,,,,,,,,,,,,,,,,,
4/8/2019 16:09:50,AF1,MP05 - Ofimàtica i procés de la informació,8,7,8,8,,,,,,,,,,,,,,,,,
4/8/2019 16:09:51,AF1,MP03 - Procés integral de l'activitat comercial,9,9,9,9,,,,,,,,,,,,,,,,,
4/8/2019 16:09:57,AF1,MP06 - Anglès,10,10,10,10,,,,,,,,,,,,,,,,,
4/8/2019 16:09:57,AF1,MP01 - Comunicació i atenció al client,10,8,10,10,muy bien,,,,,,,,,,,,,,,,
4/8/2019 16:10:10,AF1,MP05 - Ofimàtica i procés de la informació,9,9,9,9,,,,,,,,,,,,,,,,,
4/8/2019 16:10:11,AF1,MP03 - Procés integral de l'activitat comercial,7,7,8,7,Creo que las explicaciones deberían estar más pautadas y con un nivel adaptado a todo el alumnado.,,,,,,,,,,,,,,,,
4/8/2019 16:10:13,AF1,MP06 - Anglès,9,9,8,7,,,,,,,,,,,,,,,,,
4/8/2019 16:10:20,AF1,MP06 - Anglès,7,8,9,7,,,,,,,,,,,,,,,,,
4/8/2019 16:10:21,AF1,MP05 - Ofimàtica i procés de la informació,10,9,10,10,,,,,,,,,,,,,,,,,
4/8/2019 16:10:21,AF1,MP10 - Gestió logística i comercial,9,8,9,9,,,,,,,,,,,,,,,,,
4/8/2019 16:10:27,AF1,MP12 - Formació i orientació laboral,10,10,10,10,,,,,,,,,,,,,,,,,
4/8/2019 16:10:34,AF1,MP03 - Procés integral de l'activitat comercial,7,8,8,7,"Encarar l'assignatura d'una manera més guiada, adaptar la classe al nivell dels alumnes. Crec que sobren hores d'aquesta assignatura, passem massa temps mort.",,,,,,,,,,,,,,,,
4/8/2019 16:10:36,AF1,MP06 - Anglès,9,9,8,9,,,,,,,,,,,,,,,,,
4/8/2019 16:10:39,AF1,MP07 - Gestió de recursos humans,10,10,10,10,,,,,,,,,,,,,,,,,
4/8/2019 16:10:44,AF1,MP06 - Anglès,10,10,8,10,,,,,,,,,,,,,,,,,
4/8/2019 16:10:55,AF1,Tutoria 1r curs,,,,,,8,8,8,,,,,,,,,,,,,
4/8/2019 16:11:00,AF1,MP07 - Gestió de recursos humans,7,6,7,6,Menos teoria y mas practica,,,,,,,,,,,,,,,,
4/8/2019 16:11:00,AF1,MP06 - Anglès,10,10,10,10,,,,,,,,,,,,,,,,,
4/8/2019 16:11:04,AF1,MP07 - Gestió de recursos humans,10,10,10,10,,,,,,,,,,,,,,,,,
4/8/2019 16:11:05,AF1,MP07 - Gestió de recursos humans,9,8,9,9,,,,,,,,,,,,,,,,,
4/8/2019 16:11:20,AF1,El centre,,,,,,,,,,,,,,,10,10,10,10,10,10,
4/8/2019 16:11:29,AF1,MP10 - Gestió logística i comercial,9,9,9,9,,,,,,,,,,,,,,,,,
4/8/2019 16:11:30,AF1,MP05 - Ofimàtica i procés de la informació,6,6,6,6,"me gustaria que sea iguales para todos, no preferencias.",,,,,,,,,,,,,,,,
4/8/2019 16:11:33,AF1,MP12 - Formació i orientació laboral,10,10,10,10,,,,,,,,,,,,,,,,,
4/8/2019 16:11:35,AF1,MP03 - Procés integral de l'activitat comercial,9,10,9,10,Es la mejor ,,,,,,,,,,,,,,,,
4/8/2019 16:11:37,AF1,MP10 - Gestió logística i comercial,7,4,7,7,,,,,,,,,,,,,,,,,
4/8/2019 16:11:57,AF1,Tutoria 1r curs,,,,,,10,10,9,,,,,,,,,,,,,
4/8/2019 16:12:05,AF1,MP01 - Comunicació i atenció al client,5,6,7,3,"Desde mi punto de vista, pienso que las clases no son metodicas. Nos hace una pequeña explicación con diapositivas muy costosas de entender. Me gustaría cosas mas dinamicas.",,,,,,,,,,,,,,,,
4/8/2019 16:12:06,AF1,MP10 - Gestió logística i comercial,10,10,10,10,,,,,,,,,,,,,,,,,
4/8/2019 16:12:12,AF1,MP06 - Anglès,8,5,8,10,,,,,,,,,,,,,,,,,
4/8/2019 16:12:16,AF1,Tutoria 1r curs,,,,,,7,5,7,Hablar mas con los alumnos,,,,,,,,,,,,
4/8/2019 16:12:17,AF1,El centre,,,,,,,,,,,,,,,9,10,10,10,10,10,
4/8/2019 16:12:25,AF1,Tutoria 1r curs,,,,,,10,10,10,,,,,,,,,,,,,
4/8/2019 16:12:43,AF1,MP05 - Ofimàtica i procés de la informació,8,8,8,9,si la explicación fuera en catalán o castellano me enteraría mejor,,,,,,,,,,,,,,,,
4/8/2019 16:12:45,AF1,MP12 - Formació i orientació laboral,10,10,10,10,,,,,,,,,,,,,,,,,
4/8/2019 16:12:46,AF1,MP10 - Gestió logística i comercial,10,10,10,10,,,,,,,,,,,,,,,,,
4/8/2019 16:13:04,AF1,MP05 - Ofimàtica i procés de la informació,8,9,8,8,"Les explicacions a classe també haurien de ser en català o espanyol. També haurien de ser explicacions més pautades i més lentes, s'hauria d'adaptar al nivell de la classe. No hauria d'haver tanta desigualtat respecte a l'exercici que cada alumnes està fent.",,,,,,,,,,,,,,,,
4/8/2019 16:13:05,AF1,El centre,,,,,,,,,,,,,,,9,7,7,7,6,6,
4/8/2019 16:13:07,AF1,MP05 - Ofimàtica i procés de la informació,6,7,7,8,"Creo que las explicaciones deberían ser o en castellano o parcialment en castellano y a velocidad más moderada, para que todos los alumnos pudieran alcanzar el mismo nivel y no hubiese tanta desigualdad.",,,,,,,,,,,,,,,,
4/8/2019 16:13:08,AF1,MP03 - Procés integral de l'activitat comercial,7,9,9,9,Me gusta su forma de llevar la clase,,,,,,,,,,,,,,,,
4/8/2019 16:13:17,AF1,Tutoria 1r curs,,,,,,10,10,10,,,,,,,,,,,,,
4/8/2019 16:13:34,AF1,Tutoria 1r curs,,,,,,10,10,10,,,,,,,,,,,,,
4/8/2019 16:13:39,AF1,MP03 - Procés integral de l'activitat comercial,10,10,10,10,nuestra preferida,,,,,,,,,,,,,,,,
4/8/2019 16:14:14,AF1,MP06 - Anglès,6,8,8,8,que tenga más comprensiçón con la gente que nos cuesta mas el ingles,,,,,,,,,,,,,,,,
4/8/2019 16:14:15,AF1,El centre,,,,,,,,,,,,,,,10,10,10,10,10,10,
4/8/2019 16:14:24,AF1,El centre,,,,,,,,,,,,,,,10,10,10,8,8,10,
4/8/2019 16:14:36,AF1,MP06 - Anglès,9,10,10,8,Creo que se debería profundizar un poco más en gramática.,,,,,,,,,,,,,,,,
4/8/2019 16:14:55,AF1,MP06 - Anglès,10,10,10,8,Crec que s'haurien de fer més classes de gramatica ja que hi ha molts companys amb el nivell molt baix d'anglès i una bona base és fonamental per aprendre vocabulari.,,,,,,,,,,,,,,,,
4/8/2019 16:16:21,AF1,MP07 - Gestió de recursos humans,9,9,9,8,"Crec que haurien de ser classes més dinàmiques, que algunes explicacions s'haurien de fer de forma més moderada per a tothom.",,,,,,,,,,,,,,,,
4/8/2019 16:16:37,AF1,MP07 - Gestió de recursos humans,8,9,8,8,"Creo que las tareas de clase deberían ser más dinámicas, menos numerosas, y con cierta explicación previa en algunos casos.",,,,,,,,,,,,,,,,
4/8/2019 16:16:46,AF1,MP07 - Gestió de recursos humans,6,8,8,7,que nos explicará los fallos que tenemos en las tascas,,,,,,,,,,,,,,,,
4/8/2019 16:17:08,AF1,MP05 - Ofimàtica i procés de la informació,9,9,9,9,Explicaciones en español.,,,,,,,,,,,,,,,,
4/8/2019 16:17:20,AF1,MP10 - Gestió logística i comercial,9,9,9,9,no haría ningún cambio,,,,,,,,,,,,,,,,
4/8/2019 16:17:35,AF1,MP06 - Anglès,6,7,6,8,,,,,,,,,,,,,,,,,
4/8/2019 16:17:51,AF1,MP10 - Gestió logística i comercial,8,9,8,8,"Crec que hi sobra massa teoria, en la meva opinió perdem molt de temps treballant en temes que després no ense serveixen per res.",,,,,,,,,,,,,,,,
4/8/2019 16:18:05,AF1,MP10 - Gestió logística i comercial,8,9,8,7,"Creo que hay excesivo material poco útil, al cuál dedicamos demasiado tiempo.",,,,,,,,,,,,,,,,
4/8/2019 16:18:41,AF1,MP12 - Formació i orientació laboral,5,5,5,5,no me gusta la manera de explicar cuando ella esta dando la teoria nosotros sentados en los ordenadores porque nos distraemos y no antedemos igual,,,,,,,,,,,,,,,,
4/8/2019 16:18:58,AF1,MP10 - Gestió logística i comercial,9,9,9,9,,,,,,,,,,,,,,,,,
4/8/2019 16:19:39,AF1,MP01 - Comunicació i atenció al client,9,6,7,7,La manera de hacer i avaluar los examenes,,,,,,,,,,,,,,,,
4/8/2019 16:19:48,AF1,MP12 - Formació i orientació laboral,9,9,9,9,,,,,,,,,,,,,,,,,
4/8/2019 16:20:30,AF1,MP07 - Gestió de recursos humans,4,1,4,5,No me gusta como corrige los examenes,,,,,,,,,,,,,,,,
4/8/2019 16:20:32,AF1,MP05 - Ofimàtica i procés de la informació,9,9,9,9,,,,,,,,,,,,,,,,,
4/8/2019 16:20:33,AF1,MP12 - Formació i orientació laboral,5,5,4,4,"Jo crec que la assignatura no està ben enfocada. Som només 6 persones i el tipus d'activitats que fem es fan pesades, avorrides, i a vegades crec que no aprenem res d'elles. ",,,,,,,,,,,,,,,,
4/8/2019 16:20:35,AF1,MP12 - Formació i orientació laboral,5,5,4,4,"Creo que la dinámica de clase no es la adecuada, ya que tanto la metodología empleada como el material impartido, dejan mucho que desear.
No se llegan a afianzar conocimientos.",,,,,,,,,,,,,,,,
4/8/2019 16:21:05,AF1,MP06 - Anglès,8,8,8,9,,,,,,,,,,,,,,,,,
4/8/2019 16:21:21,AF1,MP01 - Comunicació i atenció al client,6,3,5,5,,,,,,,,,,,,,,,,,
4/8/2019 16:21:58,AF1,Tutoria 1r curs,,,,,,9,9,9,"Creo que la elección del tutor ha sido totalmente acertada, ya que siempre se muestra atento y accesible para todo el alumnado.",,,,,,,,,,,,
4/8/2019 16:22:16,AF1,MP07 - Gestió de recursos humans,9,9,9,8,,,,,,,,,,,,,,,,,
4/8/2019 16:22:16,AF1,Tutoria 1r curs,,,,,,9,9,8,"Jo posaria una hora de tutoria a la setmana, per parlar de temes com: dates d'examens, formes d'estudi, jocs, etc... crec que és necessari que tota la classe junta treballi.",,,,,,,,,,,,
4/8/2019 16:22:49,AF1,MP05 - Ofimàtica i procés de la informació,2,3,4,2,,,,,,,,,,,,,,,,,
4/8/2019 16:23:17,AF1,MP06 - Anglès,10,10,10,10,,,,,,,,,,,,,,,,,
4/8/2019 16:24:00,AF1,MP10 - Gestió logística i comercial,9,9,9,9,,,,,,,,,,,,,,,,,
4/8/2019 16:24:31,AF1,MP12 - Formació i orientació laboral,10,10,10,10,,,,,,,,,,,,,,,,,
4/8/2019 16:24:55,AF1,MP12 - Formació i orientació laboral,10,10,10,10,,,,,,,,,,,,,,,,,
4/8/2019 16:25:48,AF1,Tutoria 1r curs,,,,,,4,4,5,,,,,,,,,,,,,
4/8/2019 16:25:48,AF1,El centre,,,,,,,,,,,,,,,8,8,7,6,5,9,"Creo que se deberían hacer más salidas para fomentar el grupo, más actividades dinámicas y por último y no menos importante, arreglar los baños, que los pobres se caen a trozos."
4/8/2019 16:25:59,AF1,El centre,,,,,,,,,,,,,,,8,8,7,7,6,9,"Jo proposo fer sortides de grup, ja que uneix molt i no tot és estudiar sinó que també s'ha de sentir un bon ambient a classe. També tenir algunes xarrades informatives de les sortides del cicle, de les opciones de pràctiques, etc. I per últim, una reforma!!!!! El centre es cau"
4/8/2019 16:27:03,AF1,El centre,,,,,,,,,,,,,,,9,7,6,4,7,8,
4/8/2019 16:31:40,AF2,MP06 - Anglès,10,10,6,10,,,,,,,,,,,,,,,,,
4/8/2019 16:31:45,AF2,MP02 - Gestió de la documentació jurídica i empresarial (Anna),9,9,8,10,,,,,,,,,,,,,,,,,
4/8/2019 16:31:45,AF2,MP02 - Gestió de la documentació jurídica i empresarial (Anna),6,5,1,6,,,,,,,,,,,,,,,,,
4/8/2019 16:31:54,AF2,MP02 - Gestió de la documentació jurídica i empresarial (Anna),8,10,9,9,,,,,,,,,,,,,,,,,
4/8/2019 16:32:07,AF2,MP02 - Gestió de la documentació jurídica i empresarial (Anna),7,7,7,7,,,,,,,,,,,,,,,,,
4/8/2019 16:32:13,AF2,MP02 - Gestió de la documentació jurídica i empresarial (Juan),10,10,10,10,,,,,,,,,,,,,,,,,
4/8/2019 16:32:13,AF2,MP02 - Gestió de la documentació jurídica i empresarial (Anna),7,9,8,8,,,,,,,,,,,,,,,,,
4/8/2019 16:32:14,AF2,MP02 - Gestió de la documentació jurídica i empresarial (Anna),8,8,8,8,,,,,,,,,,,,,,,,,
4/8/2019 16:32:16,AF2,MP04 - Recursos humans i responsabilitat social corporativa,10,10,7,10,,,,,,,,,,,,,,,,,
4/8/2019 16:32:17,AF2,MP02 - Gestió de la documentació jurídica i empresarial (Juan),8,8,8,9,,,,,,,,,,,,,,,,,
4/8/2019 16:32:18,AF2,MP02 - Gestió de la documentació jurídica i empresarial (Anna),8,10,9,8,,,,,,,,,,,,,,,,,
4/8/2019 16:32:37,AF2,MP02 - Gestió de la documentació jurídica i empresarial (Juan),9,9,9,9,,,,,,,,,,,,,,,,,
4/8/2019 16:32:39,AF2,MP02 - Gestió de la documentació jurídica i empresarial (Juan),6,6,6,6,,,,,,,,,,,,,,,,,
4/8/2019 16:32:45,AF2,MP02 - Gestió de la documentació jurídica i empresarial (Juan),10,10,10,10,,,,,,,,,,,,,,,,,
4/8/2019 16:32:45,AF2,MP02 - Gestió de la documentació jurídica i empresarial (Anna),10,10,8,10,,,,,,,,,,,,,,,,,
4/8/2019 16:32:49,AF2,MP06 - Anglès,9,9,8,7,,,,,,,,,,,,,,,,,
4/8/2019 16:32:51,AF2,MP02 - Gestió de la documentació jurídica i empresarial (Juan),9,8,8,9,,,,,,,,,,,,,,,,,
4/8/2019 16:33:00,AF2,MP02 - Gestió de la documentació jurídica i empresarial (Juan),8,6,8,8,,,,,,,,,,,,,,,,,
4/8/2019 16:33:02,AF2,MP02 - Gestió de la documentació jurídica i empresarial (Anna),3,5,8,8,"Ana deberia ponerse mas firme en clase, porque siempre habla todo el mundo y al final acabo con dolor de cabeza...",,,,,,,,,,,,,,,,
4/8/2019 16:33:03,AF2,MP04 - Recursos humans i responsabilitat social corporativa,8,8,8,8,,,,,,,,,,,,,,,,,
4/8/2019 16:33:10,AF2,MP04 - Recursos humans i responsabilitat social corporativa,10,10,10,10,,,,,,,,,,,,,,,,,
4/8/2019 16:33:13,AF2,MP06 - Anglès,6,6,6,6,,,,,,,,,,,,,,,,,
4/8/2019 16:33:13,AF2,MP04 - Recursos humans i responsabilitat social corporativa,6,6,6,6,,,,,,,,,,,,,,,,,
4/8/2019 16:33:14,AF2,MP08 - Gestió financera,10,10,10,10,,,,,,,,,,,,,,,,,
4/8/2019 16:33:19,AF2,MP04 - Recursos humans i responsabilitat social corporativa,8,8,8,8,,,,,,,,,,,,,,,,,
4/8/2019 16:33:20,AF2,MP02 - Gestió de la documentació jurídica i empresarial (Anna),3,1,3,3,,,,,,,,,,,,,,,,,
4/8/2019 16:33:26,AF2,MP06 - Anglès,10,10,10,10,,,,,,,,,,,,,,,,,
4/8/2019 16:33:26,AF2,MP02 - Gestió de la documentació jurídica i empresarial (Anna),5,8,8,9,,,,,,,,,,,,,,,,,
4/8/2019 16:33:37,AF2,MP06 - Anglès,9,10,9,10,,,,,,,,,,,,,,,,,
4/8/2019 16:33:41,AF2,MP02 - Gestió de la documentació jurídica i empresarial (Juan),6,6,6,6,,,,,,,,,,,,,,,,,
4/8/2019 16:33:43,AF2,MP02 - Gestió de la documentació jurídica i empresarial (Juan),10,10,8,8,,,,,,,,,,,,,,,,,
4/8/2019 16:33:44,AF2,MP02 - Gestió de la documentació jurídica i empresarial (Juan),10,8,5,9,,,,,,,,,,,,,,,,,
4/8/2019 16:33:45,AF2,MP06 - Anglès,9,8,6,8,,,,,,,,,,,,,,,,,
4/8/2019 16:33:46,AF2,MP04 - Recursos humans i responsabilitat social corporativa,6,6,6,6,,,,,,,,,,,,,,,,,
4/8/2019 16:33:50,AF2,MP08 - Gestió financera,8,8,8,8,,,,,,,,,,,,,,,,,
4/8/2019 16:34:11,AF2,MP08 - Gestió financera,10,10,8,8,,,,,,,,,,,,,,,,,
4/8/2019 16:34:15,AF2,MP09 -  Comptabilitat i fiscalitat (Ana),7,7,7,7,,,,,,,,,,,,,,,,,
4/8/2019 16:34:18,AF2,MP02 - Gestió de la documentació jurídica i empresarial (Juan),10,10,10,10,,,,,,,,,,,,,,,,,
4/8/2019 16:34:26,AF2,MP08 - Gestió financera,8,8,8,8,,,,,,,,,,,,,,,,,
4/8/2019 16:34:32,AF2,MP02 - Gestió de la documentació jurídica i empresarial (Anna),7,7,6,8,,,,,,,,,,,,,,,,,
4/8/2019 16:34:34,AF2,MP09 -  Comptabilitat i fiscalitat (Montse),6,6,6,6,,,,,,,,,,,,,,,,,
4/8/2019 16:34:34,AF2,MP02 - Gestió de la documentació jurídica i empresarial (Anna),8,8,7,6,Mejoraría las explicaciones de forma más relajada y con unas pautas estipuladas para mejorar el aprendizaje en clase,,,,,,,,,,,,,,,,
4/8/2019 16:34:39,AF2,MP09 -  Comptabilitat i fiscalitat (Ana),10,10,10,10,,,,,,,,,,,,,,,,,
4/8/2019 16:34:54,AF2,MP02 - Gestió de la documentació jurídica i empresarial (Anna),8,6,1,7,,,,,,,,,,,,,,,,,
4/8/2019 16:34:57,AF2,MP08 - Gestió financera,6,6,6,6,,,,,,,,,,,,,,,,,
4/8/2019 16:34:58,AF2,MP06 - Anglès,10,10,10,10,,,,,,,,,,,,,,,,,
4/8/2019 16:34:59,AF2,MP09 -  Comptabilitat i fiscalitat (Ana),5,5,5,5,,,,,,,,,,,,,,,,,
4/8/2019 16:35:03,AF2,MP09 -  Comptabilitat i fiscalitat (Ana),8,10,10,10,"Evaluarse una vez está bien, pero creo que deberian haber mas horas, porque es una asignatura dificil. ",,,,,,,,,,,,,,,,
4/8/2019 16:35:03,AF2,MP06 - Anglès,6,10,4,10,"Carlos: Saber que es un profesor y no un colega a la hora de como decir las cosas, porque muchas contestaciones que he tenido con el ha sido porque no me han gustado las formas de como me ha dicho las cosas, porque yo no soy su amigo, soy su alumno.",,,,,,,,,,,,,,,,
4/8/2019 16:35:07,AF2,MP11 - Simulació empresarial (Marcos),5,5,5,5,,,,,,,,,,,,,,,,,
4/8/2019 16:35:14,AF2,MP04 - Recursos humans i responsabilitat social corporativa,10,5,5,9,,,,,,,,,,,,,,,,,
4/8/2019 16:37:33,AF2,MP04 - Recursos humans i responsabilitat social corporativa,1,1,1,1,"Se agredeceria que a la hora de comentar algo personal, que sea a la persona en si y no a toda la clase. ",,,,,,,,,,,,,,,,
4/8/2019 16:35:17,AF2,MP09 -  Comptabilitat i fiscalitat (Ana),6,6,6,6,,,,,,,,,,,,,,,,,
4/8/2019 16:35:23,AF2,MP02 - Gestió de la documentació jurídica i empresarial (Anna),7,9,8,6,,,,,,,,,,,,,,,,,
4/8/2019 16:35:24,AF2,MP09 -  Comptabilitat i fiscalitat (Montse),10,10,10,10,,,,,,,,,,,,,,,,,
4/8/2019 16:35:24,AF2,MP09 -  Comptabilitat i fiscalitat (Montse),10,10,8,9,,,,,,,,,,,,,,,,,
4/8/2019 16:35:28,AF2,MP11 - Simulació empresarial (Montse),6,6,6,6,,,,,,,,,,,,,,,,,
4/8/2019 16:36:31,AF2,MP11 - Simulació empresarial (Montse),8,8,8,8,,,,,,,,,,,,,,,,,
4/8/2019 16:35:36,AF2,MP09 -  Comptabilitat i fiscalitat (Montse),8,8,8,8,,,,,,,,,,,,,,,,,
4/8/2019 16:35:39,AF2,MP02 - Gestió de la documentació jurídica i empresarial (Juan),10,10,10,10,,,,,,,,,,,,,,,,,
4/8/2019 16:35:40,AF2,MP08 - Gestió financera,7,10,10,10,,,,,,,,,,,,,,,,,
4/8/2019 16:35:41,AF2,MP08 - Gestió financera,8,8,7,8,"En las clases de teoria pura, intentaria buscar alguna alternativa para poder entenderlo mejor, ya que, muchas veces en el dosier no queda nada claro y da pie a muchas confusiones. ",,,,,,,,,,,,,,,,
4/8/2019 16:35:47,AF2,MP11 - Simulació empresarial (Marcos),10,10,10,10,,,,,,,,,,,,,,,,,
4/8/2019 16:35:49,AF2,MP06 - Anglès,10,10,10,10,,,,,,,,,,,,,,,,,
4/8/2019 16:35:58,AF2,MP02 - Gestió de la documentació jurídica i empresarial (Anna),6,9,9,7,"La asignatura en si es muy aburrida, por lo que el profesor lo tiene más difícil de lo normal para hacer que esta asignatura enganche a los alumnos. Anna intenta que sea más dinámica y me parece muy bien como lo hace, pero creo que es capaz de hacerlo mucho más ameno. ",,,,,,,,,,,,,,,,
4/8/2019 16:36:00,AF2,MP11 - Simulació empresarial (Marcos),10,10,10,10,,,,,,,,,,,,,,,,,
4/8/2019 16:36:06,AF2,Tutoria 2n curs,,,,,,,,,,9,9,9,9,,,,,,,,
4/8/2019 16:36:08,AF2,MP09 -  Comptabilitat i fiscalitat (Ana),6,10,7,10,,,,,,,,,,,,,,,,,
4/8/2019 16:36:09,AF2,MP11 - Simulació empresarial (Marcos),6,5,7,8,,,,,,,,,,,,,,,,,
4/8/2019 16:36:10,AF2,MP08 - Gestió financera,10,10,10,10,,,,,,,,,,,,,,,,,
4/8/2019 16:36:15,AF2,MP11 - Simulació empresarial (Marcos),10,10,5,10,,,,,,,,,,,,,,,,,
4/8/2019 16:36:17,AF2,MP11 - Simulació empresarial (Montse),10,10,10,10,,,,,,,,,,,,,,,,,
4/8/2019 16:36:19,AF2,MP11 - Simulació empresarial (Montse),8,8,8,8,,,,,,,,,,,,,,,,,
4/8/2019 16:36:22,AF2,MP02 - Gestió de la documentació jurídica i empresarial (Juan),9,9,10,9,,,,,,,,,,,,,,,,,
4/8/2019 16:36:23,AF2,MP04 - Recursos humans i responsabilitat social corporativa,8,8,8,8,,,,,,,,,,,,,,,,,
4/8/2019 16:36:28,AF2,MP02 - Gestió de la documentació jurídica i empresarial (Juan),9,7,8,8,,,,,,,,,,,,,,,,,
4/8/2019 16:36:41,AF2,MP06 - Anglès,5,5,5,5,Entiendo que es un ciclo superior pero se debe prestar mas atencion a los alumnos que tienen mas dificultad y no tendria que ser una asignatura obligatoria sino obtativa.,,,,,,,,,,,,,,,,
4/8/2019 16:36:43,AF2,MP11 - Simulació empresarial (Marcos),6,6,6,6,,,,,,,,,,,,,,,,,
4/8/2019 16:36:43,AF2,MP09 -  Comptabilitat i fiscalitat (Montse),8,10,9,10,,,,,,,,,,,,,,,,,
4/8/2019 16:36:46,AF2,MP11 - Simulació empresarial (Montse),8,10,5,5,,,,,,,,,,,,,,,,,
4/8/2019 16:36:52,AF2,MP06 - Anglès,10,10,10,10,"Ricardo: Penso que el llibre que fem a classe, estava bé, ja que penso que estant en un cicle superior, has de tenir un nivell d'anglès superior, i aquí s'aprèn el vocabulari empresarial, que et servirá per al treball en cas de treballar en alguna cosa relacionada amb el cicle.",,,,,,,,,,,,,,,,
4/8/2019 16:37:02,AF2,MP04 - Recursos humans i responsabilitat social corporativa,8,8,1,8,,,,,,,,,,,,,,,,,
4/8/2019 16:37:05,AF2,El centre,,,,,,,,,,,,,,,8,8,5,5,5,7,
4/8/2019 16:37:08,AF2,MP04 - Recursos humans i responsabilitat social corporativa,8,9,9,8,,,,,,,,,,,,,,,,,
4/8/2019 16:37:17,AF2,Tutoria 2n curs,,,,,,,,,,8,8,8,7,,,,,,,,
4/8/2019 16:37:21,AF2,MP11 - Simulació empresarial (Montse),10,10,10,10,"MP11 y MP13 creo que debería ser intensiva, no alargarlo durante todo el curso, si no dedicarle quizas dos meses o uno, todas las horas lectivas, porque erosiona mucho y el desgaste a final de curso se nota y mucho.",,,,,,,,,,,,,,,,
4/8/2019 16:37:22,AF2,MP02 - Gestió de la documentació jurídica i empresarial (Juan),9,9,9,9,Profesional y objetivo. Me parece perfecto este hombre como profesor. ,,,,,,,,,,,,,,,,
4/8/2019 16:37:27,AF2,MP11 - Simulació empresarial (Marcos),10,10,10,10,Una bestia parda. Fiera mastodonte crack,,,,,,,,,,,,,,,,
4/8/2019 16:37:27,AF2,MP04 - Recursos humans i responsabilitat social corporativa,3,2,2,2,,,,,,,,,,,,,,,,,
4/8/2019 16:37:30,AF2,MP04 - Recursos humans i responsabilitat social corporativa,7,7,5,5,Se agradece la forma de trabajar en equipo realizando trabajos en lugar de examenes pero puede cargar el ambiente del grupo de proyecto,,,,,,,,,,,,,,,,
